terrain_type,band,polarization,statistic,a_0,a_5,a_10,a_15,a_20,a_25,a_30,a_35,a_40,a_45,a_50,a_55,a_60,a_65,a_70,a_75,a_80
c3a,Ku,vv,N,462.0,48.0,799.0,49.0,802.0,37.0,803.0,37.0,1849.0,39.0,1848.0,NULL,1817.0,NULL,1350.0,NULL,404.0
c3a,Ku,vv,snmin,-7.5,-10.5,-9.5,-13.0,-14.0,-7.0,-17.5,-9.0,-15.5,-11.0,-17.5,NULL,-17.5,NULL,-18.0,NULL,-26.0
c3a,Ku,vv,snmax,20.0,6.5,15.0,0.0,10.0,-2.5,1.0,-4.0,0.0,-4.0,-2.5,NULL,-2.5,NULL,-5.0,NULL,-8.0
c3a,Ku,hv,N,10.0,NULL,10.0,NULL,11.0,NULL,10.0,NULL,1060.0,NULL,1067.0,NULL,1044.0,NULL,986.0,NULL,NULL
c3a,Ku,hv,snmin,-19.0,NULL,-19.5,NULL,-22.0,NULL,-22.0,NULL,-17.5,NULL,-22.5,NULL,-20.0,NULL,-22.0,NULL,NULL
c3a,Ku,hv,snmax,-9.0,NULL,-13.5,NULL,-15.0,NULL,-16.0,NULL,-4.5,NULL,-6.5,NULL,-7.5,NULL,-9.5,NULL,NULL
c3a,Ku,hh,N,460.0,NULL,760.0,NULL,763.0,NULL,764.0,NULL,1811.0,NULL,1811.0,NULL,1815.0,NULL,1345.0,NULL,416.0
c3a,Ku,hh,snmin,-8.0,NULL,-10.0,NULL,-12.5,NULL,-15.0,NULL,-15.0,NULL,-15.0,NULL,-17.0,NULL,-18.0,NULL,-20.0
c3a,Ku,hh,snmax,19.5,NULL,18.0,NULL,11.0,NULL,0.5,NULL,0.0,NULL,-2.0,NULL,-2.0,NULL,-5.0,NULL,-9.0
c3a,S,vv,N,244.0,94.0,245.0,94.0,245.0,NULL,245.0,NULL,151.0,NULL,NULL,NULL,151.0,NULL,NULL,NULL,151.0
c3a,S,vv,snmin,-7.5,-9.5,-12.5,-13.0,-16.5,NULL,-17.5,NULL,-21.5,NULL,NULL,NULL,-23.0,NULL,NULL,NULL,-24.5
c3a,S,vv,snmax,11.5,9.5,6.0,-0.5,-1.5,NULL,-4.5,NULL,-7.5,NULL,NULL,NULL,-8.5,NULL,NULL,NULL,-10.0
c3a,S,hv,N,195.0,67.0,242.0,91.0,242.0,NULL,242.0,NULL,151.0,NULL,NULL,NULL,151.0,NULL,NULL,NULL,151.0
c3a,S,hv,snmin,-26.5,-21.5,-26.5,-21.0,-26.0,NULL,-27.0,NULL,-28.5,NULL,NULL,NULL,-30.0,NULL,NULL,NULL,-32.5
c3a,S,hv,snmax,-8.0,-8.5,-10.0,-11.5,-12.5,NULL,-14.5,NULL,-17.0,NULL,NULL,NULL,-19.0,NULL,NULL,NULL,-23.0
c3a,S,hh,N,245.0,94.0,245.0,94.0,245.0,NULL,245.0,NULL,151.0,NULL,NULL,NULL,151.0,NULL,NULL,NULL,151.0
c3a,S,hh,snmin,-7.5,-7.5,-14.5,-12.0,-19.0,NULL,-19.0,NULL,-22.0,NULL,NULL,NULL,-24.5,NULL,NULL,NULL,-25.0
c3a,S,hh,snmax,11.5,9.0,4.0,0.0,0.0,NULL,-5.5,NULL,-9.5,NULL,NULL,NULL,-13.5,NULL,NULL,NULL,-13.5
c3a,X,vv,N,377.0,NULL,627.0,NULL,686.0,NULL,635.0,NULL,1514.0,NULL,1987.0,NULL,1531.0,NULL,1145.0,NULL,369.0
c3a,X,vv,snmin,-8.5,NULL,-11.5,NULL,-11.5,NULL,-12.5,NULL,-15.5,NULL,-17.5,NULL,-18.0,NULL,-20.0,NULL,-22.0
c3a,X,vv,snmax,15.5,NULL,15.0,NULL,8.0,NULL,0.5,NULL,-3.0,NULL,-1.0,NULL,-5.5,NULL,-4.0,NULL,-11.0
c3a,X,hv,N,2.0,NULL,2.0,NULL,70.0,NULL,18.0,NULL,891.0,NULL,1198.0,NULL,916.0,NULL,900.0,NULL,NULL
c3a,X,hv,snmin,-14.0,NULL,-15.0,NULL,-19.5,NULL,-19.0,NULL,-19.5,NULL,-29.0,NULL,-25.0,NULL,-25.0,NULL,NULL
c3a,X,hv,snmax,-14.0,NULL,-15.0,NULL,-9.0,NULL,-14.0,NULL,-7.5,NULL,-8.5,NULL,-8.5,NULL,-6.0,NULL,NULL
c3a,X,hh,N,377.0,NULL,627.0,NULL,635.0,NULL,635.0,NULL,1514.0,NULL,1705.0,NULL,1521.0,NULL,1145.0,NULL,370.0
c3a,X,hh,snmin,-9.0,NULL,-10.5,NULL,-11.0,NULL,-13.0,NULL,-15.5,NULL,-22.5,NULL,-17.5,NULL,-20.0,NULL,-20.5
c3a,X,hh,snmax,16.0,NULL,16.0,NULL,9.0,NULL,-0.5,NULL,-1.5,NULL,-3.5,NULL,-5.5,NULL,-4.0,NULL,-10.5
c3a,C,vv,N,494.0,195.0,495.0,194.0,497.0,NULL,497.0,NULL,303.0,NULL,22.0,NULL,303.0,NULL,NULL,NULL,303.0
c3a,C,vv,snmin,-9.0,-10.5,-12.5,-15.0,-15.5,NULL,-17.5,NULL,-18.0,NULL,-17.5,NULL,-19.0,NULL,NULL,NULL,-21.5
c3a,C,vv,snmax,17.0,15.5,12.0,5.0,3.5,NULL,0.5,NULL,-5.5,NULL,-10.5,NULL,-7.0,NULL,NULL,NULL,-10.0
c3a,C,hv,N,456.0,199.0,522.0,221.0,566.0,37.0,511.0,37.0,340.0,37.0,201.0,NULL,314.0,NULL,NULL,NULL,303.0
c3a,C,hv,snmin,-20.5,-19.5,-22.5,-21.0,-25.0,-20.0,-24.0,-21.5,-23.5,-27.0,-26.5,NULL,-23.5,NULL,NULL,NULL,-26.5
c3a,C,hv,snmax,3.0,3.0,0.0,0.0,0.0,-14.0,0.0,-16.0,-12.0,-16.5,-7.5,NULL,-12.0,NULL,NULL,NULL,-9.5
c3a,C,hh,N,498.0,236.0,850.0,236.0,591.0,39.0,538.0,39.0,344.0,37.0,206.0,NULL,318.0,NULL,NULL,NULL,305.0
c3a,C,hh,snmin,-8.5,-9.0,-13.5,-15.5,-16.5,-13.5,-18.0,-14.0,-18.0,-16.0,-18.0,NULL,-19.0,NULL,NULL,NULL,-28.5
c3a,C,hh,snmax,15.0,15.0,11.0,5.5,3.5,-6.5,-0.5,-7.5,-5.5,-9.0,0.5,NULL,-6.0,NULL,NULL,NULL,-3.5
c,Ka,vv,N,4.0,4.0,34.0,4.0,70.0,NULL,73.0,NULL,60.0,11.0,284.0,NULL,71.0,NULL,65.0,NULL,23.0
c,Ka,vv,snmin,-11.0,-10.0,-11.0,-9.5,-11.0,NULL,-12.0,NULL,-15.0,-8.5,-20.0,NULL,-18.0,NULL,-18.0,NULL,-20.0
c,Ka,vv,snmax,0.0,-4.0,0.0,-6.5,-0.5,NULL,-1.5,NULL,-2.5,-4.5,-3.5,NULL,-5.0,NULL,-6.5,NULL,-11.0
c,Ka,hv,N,3.0,2.0,2.0,2.0,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,1.0,NULL,NULL
c,Ka,hv,snmin,-16.5,-15.5,-17.5,-17.0,-18.0,NULL,-17.5,NULL,-18.5,NULL,-20.5,NULL,-21.0,NULL,-23.5,NULL,NULL
c,Ka,hv,snmax,0.0,-13.5,-13.5,-15.5,-13.5,NULL,-13.5,NULL,-13.0,NULL,-13.0,NULL,-17.0,NULL,-23.5,NULL,NULL
c,Ka,hh,N,2.0,1.0,32.0,1.0,67.0,NULL,67.0,NULL,57.0,10.0,282.0,NULL,67.0,NULL,67.0,NULL,25.0
c,Ka,hh,snmin,-8.0,-5.5,-11.0,-6.5,-11.0,NULL,-13.0,NULL,-15.0,-10.0,-20.0,NULL,-19.5,NULL,-21.5,NULL,-25.0
c,Ka,hh,snmax,0.0,-5.5,0.5,-6.5,0.0,NULL,-0.5,NULL,-1.0,-3.0,-2.0,NULL,-3.0,NULL,-4.5,NULL,-6.5
c,L,vv,N,537.0,208.0,523.0,210.0,560.0,NULL,559.0,NULL,341.0,NULL,65.0,NULL,347.0,NULL,NULL,NULL,309.0
c,L,vv,snmin,-13.0,-15.0,-19.0,-21.5,-26.5,NULL,-29.0,NULL,-36.5,NULL,-33.5,NULL,-37.0,NULL,NULL,NULL,-38.0
c,L,vv,snmax,18.0,12.5,5.0,1.5,-0.5,NULL,-2.0,NULL,-3.5,NULL,-4.5,NULL,-6.0,NULL,NULL,NULL,-14.0
c,L,hv,N,348.0,92.0,475.0,178.0,500.0,52.0,500.0,52.0,361.0,52.0,75.0,NULL,309.0,NULL,NULL,NULL,307.0
c,L,hv,snmin,-31.0,-25.0,-35.0,-32.0,-41.0,-35.5,-42.0,-36.5,-40.5,-39.5,-44.0,NULL,-45.0,NULL,NULL,NULL,-48.5
c,L,hv,snmax,1.5,-3.0,-9.5,-10.5,-11.0,-14.0,-14.5,-17.0,-18.0,-20.5,-19.0,NULL,-21.5,NULL,NULL,NULL,-22.5
c,L,hh,N,537.0,263.0,605.0,264.0,611.0,53.0,606.0,53.0,392.0,58.0,115.0,NULL,347.0,NULL,NULL,NULL,309.0
c,L,hh,snmin,-10.5,-16.0,-19.0,-21.0,-28.5,-27.5,-30.0,-32.5,-35.0,-36.0,-35.0,NULL,-36.5,NULL,NULL,NULL,-38.0
c,L,hh,snmax,17.5,12.5,6.5,4.0,5.5,2.0,0.5,-1.5,-2.0,-7.5,-5.0,NULL,-6.5,NULL,NULL,NULL,-17.0
c,W,vv,N,3.0,4.0,4.0,3.0,4.0,NULL,4.0,NULL,4.0,NULL,4.0,NULL,3.0,NULL,2.0,NULL,NULL
c,W,vv,snmin,-2.0,-2.5,-1.5,-2.0,-4.0,NULL,-4.5,NULL,-4.0,NULL,-4.5,NULL,-7.5,NULL,-8.0,NULL,NULL
c,W,vv,snmax,3.5,4.0,0.5,-1.5,0.0,NULL,0.0,NULL,-1.0,NULL,-1.0,NULL,-2.5,NULL,-6.5,NULL,NULL
c,W,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c,W,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c,W,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c,W,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c,W,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c,W,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c,Ku,vv,N,1276.0,75.0,2005.0,76.0,2021.0,52.0,2026.0,52.0,4373.0,60.0,3612.0,NULL,4306.0,NULL,3007.0,NULL,1188.0
c,Ku,vv,snmin,-11.0,-10.5,-14.5,-19.5,-22.0,-13.5,-21.0,-15.0,-24.0,-15.5,-23.5,NULL,-22.0,NULL,-22.0,NULL,-26.0
c,Ku,vv,snmax,20.0,6.5,15.0,4.0,10.0,-1.0,1.0,-4.0,0.0,-3.0,-2.5,NULL,-2.5,NULL,-1.5,NULL,-3.0
c,Ku,hv,N,16.0,17.0,18.0,19.0,19.0,NULL,18.0,NULL,2364.0,NULL,2363.0,NULL,2278.0,NULL,2093.0,NULL,NULL
c,Ku,hv,snmin,-19.0,-21.0,-21.5,-22.0,-22.0,NULL,-22.0,NULL,-26.0,NULL,-33.0,NULL,-25.5,NULL,-25.0,NULL,NULL
c,Ku,hv,snmax,0.0,-10.5,-11.5,-13.0,-13.0,NULL,-11.0,NULL,-4.5,NULL,-6.5,NULL,-7.5,NULL,-9.5,NULL,NULL
c,Ku,hh,N,1272.0,19.0,1953.0,NULL,1967.0,NULL,1970.0,NULL,4319.0,NULL,3556.0,NULL,4316.0,NULL,2995.0,NULL,1190.0
c,Ku,hh,snmin,-10.5,-10.0,-16.0,NULL,-21.0,NULL,-20.5,NULL,-22.5,NULL,-23.5,NULL,-21.5,NULL,-21.0,NULL,-24.0
c,Ku,hh,snmax,19.5,3.0,18.0,NULL,11.0,NULL,0.5,NULL,0.0,NULL,-2.0,NULL,-2.0,NULL,-5.0,NULL,-7.0
c,S,vv,N,533.0,192.0,535.0,192.0,534.0,NULL,533.0,NULL,337.0,NULL,24.0,NULL,337.0,NULL,NULL,NULL,337.0
c,S,vv,snmin,-24.0,-24.0,-23.5,-24.0,-25.0,NULL,-23.0,NULL,-23.0,NULL,-30.0,NULL,-27.0,NULL,NULL,NULL,-29.0
c,S,vv,snmax,17.5,10.0,7.0,1.0,-1.0,NULL,-3.0,NULL,-7.5,NULL,-13.0,NULL,-8.5,NULL,NULL,NULL,-10.0
c,S,hv,N,437.0,134.0,521.0,179.0,523.0,NULL,518.0,NULL,337.0,NULL,22.0,NULL,337.0,NULL,NULL,NULL,337.0
c,S,hv,snmin,-26.5,-26.0,-32.5,-35.5,-38.0,NULL,-37.0,NULL,-33.0,NULL,-37.0,NULL,-35.0,NULL,NULL,NULL,-39.0
c,S,hv,snmax,-2.0,-8.5,-9.0,-11.5,-10.5,NULL,-14.5,NULL,-17.0,NULL,-20.0,NULL,-18.0,NULL,NULL,NULL,-17.0
c,S,hh,N,535.0,192.0,534.0,192.0,535.0,NULL,535.0,NULL,337.0,NULL,24.0,NULL,337.0,NULL,NULL,NULL,337.0
c,S,hh,snmin,-25.0,-23.5,-23.5,-24.0,-24.0,NULL,-26.5,NULL,-23.5,NULL,-28.5,NULL,-26.0,NULL,NULL,NULL,-30.0
c,S,hh,snmax,16.5,9.0,5.0,0.0,0.0,NULL,-5.5,NULL,-8.0,NULL,-12.0,NULL,-10.0,NULL,NULL,NULL,-12.0
c,X,vv,N,847.0,2.0,1417.0,3.0,1673.0,NULL,1708.0,NULL,3449.0,63.0,5083.0,NULL,3544.0,NULL,2658.0,NULL,837.0
c,X,vv,snmin,-12.5,-5.0,-14.0,-9.0,-17.5,NULL,-18.5,NULL,-25.0,-17.0,-23.0,NULL,-23.5,NULL,-26.5,NULL,-33.5
c,X,vv,snmax,15.5,-5.0,15.0,-6.5,8.0,NULL,0.5,NULL,-3.0,-3.0,-1.0,NULL,-2.5,NULL,-2.0,NULL,-2.0
c,X,hv,N,14.0,2.0,16.0,3.0,324.0,NULL,361.0,NULL,2085.0,81.0,3967.0,NULL,2199.0,NULL,2135.0,NULL,NULL
c,X,hv,snmin,-21.5,-15.0,-21.5,-16.0,-27.0,NULL,-29.5,NULL,-27.0,-28.0,-35.0,NULL,-33.0,NULL,-36.5,NULL,NULL
c,X,hv,snmax,0.0,-14.5,-9.5,-15.5,-8.0,NULL,-9.0,NULL,-7.5,-10.5,-6.5,NULL,-6.5,NULL,-4.5,NULL,NULL
c,X,hh,N,844.0,2.0,1420.0,3.0,1488.0,NULL,1718.0,NULL,3454.0,65.0,3459.0,NULL,3649.0,NULL,2658.0,NULL,847.0
c,X,hh,snmin,-15.0,-5.0,-17.0,-8.5,-18.0,NULL,-18.5,NULL,-24.0,-15.5,-24.0,NULL,-24.5,NULL,-28.5,NULL,-33.5
c,X,hh,snmax,16.0,-5.0,16.0,-6.5,9.0,NULL,-0.5,NULL,-1.5,-3.0,-2.5,NULL,0.0,NULL,-2.0,NULL,-2.0
c,C,vv,N,1078.0,397.0,1082.0,397.0,1083.0,NULL,1283.0,NULL,675.0,31.0,251.0,23.0,692.0,NULL,NULL,NULL,675.0
c,C,vv,snmin,-12.5,-12.5,-18.0,-19.5,-22.5,NULL,-23.0,NULL,-18.0,-18.0,-29.0,-17.0,-20.0,NULL,NULL,NULL,-27.0
c,C,vv,snmax,17.0,17.5,12.0,8.0,3.5,NULL,1.5,NULL,-5.0,-7.5,-7.0,-7.0,-5.5,NULL,NULL,NULL,-7.5
c,C,hv,N,992.0,381.0,1093.0,405.0,1260.0,52.0,1281.0,52.0,727.0,85.0,971.0,22.0,704.0,NULL,NULL,NULL,675.0
c,C,hv,snmin,-23.0,-21.0,-28.5,-31.5,-32.5,-30.5,-33.5,-32.0,-30.5,-32.5,-35.5,-30.0,-27.0,NULL,NULL,NULL,-33.5
c,C,hv,snmax,3.0,3.0,0.5,0.0,0.0,-12.0,0.0,-14.5,-9.5,-12.0,-7.5,-14.0,-11.5,NULL,NULL,NULL,-9.5
c,C,hh,N,1086.0,457.0,1489.0,458.0,1332.0,57.0,1359.0,59.0,737.0,89.0,986.0,22.0,710.0,NULL,NULL,NULL,677.0
c,C,hh,snmin,-12.0,-12.5,-18.5,-18.5,-23.5,-20.5,-24.0,-23.0,-22.5,-24.0,-30.5,-17.0,-22.0,NULL,NULL,NULL,-28.5
c,C,hh,snmax,15.5,16.5,11.0,5.5,4.5,-5.5,0.0,-7.5,-4.5,-9.0,0.5,-9.0,-5.0,NULL,NULL,NULL,-3.5
c1c,Ka,vv,N,NULL,NULL,4.0,NULL,17.0,NULL,21.0,NULL,17.0,NULL,37.0,NULL,17.0,NULL,15.0,NULL,4.0
c1c,Ka,vv,snmin,NULL,NULL,-8.0,NULL,-10.0,NULL,-12.0,NULL,-15.0,NULL,-20.0,NULL,-18.0,NULL,-18.0,NULL,-20.0
c1c,Ka,vv,snmax,NULL,NULL,-5.0,NULL,-4.5,NULL,-4.0,NULL,-5.5,NULL,-6.0,NULL,-8.0,NULL,-8.0,NULL,-14.5
c1c,Ka,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,Ka,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,Ka,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,Ka,hh,N,NULL,NULL,2.0,NULL,15.0,NULL,15.0,NULL,15.0,NULL,35.0,NULL,15.0,NULL,15.0,NULL,2.0
c1c,Ka,hh,snmin,NULL,NULL,-7.0,NULL,-9.5,NULL,-12.0,NULL,-14.0,NULL,-20.0,NULL,-18.0,NULL,-18.5,NULL,-16.5
c1c,Ka,hh,snmax,NULL,NULL,-4.5,NULL,-4.0,NULL,-5.0,NULL,-4.5,NULL,-6.5,NULL,-7.0,NULL,-5.0,NULL,-10.5
c1c,L,vv,N,130.0,43.0,130.0,44.0,149.0,NULL,149.0,NULL,105.0,NULL,18.0,NULL,104.0,NULL,NULL,NULL,86.0
c1c,L,vv,snmin,-6.5,-5.0,-13.5,-21.5,-23.5,NULL,-27.0,NULL,-36.5,NULL,-20.5,NULL,-37.0,NULL,NULL,NULL,-38.0
c1c,L,vv,snmax,18.0,10.5,2.5,-2.5,-1.5,NULL,-2.0,NULL,-3.5,NULL,-4.5,NULL,-6.0,NULL,NULL,NULL,-19.5
c1c,L,hv,N,98.0,12.0,112.0,25.0,110.0,NULL,110.0,NULL,86.0,NULL,NULL,NULL,86.0,NULL,NULL,NULL,86.0
c1c,L,hv,snmin,-25.5,-21.0,-35.0,-28.0,-39.5,NULL,-40.0,NULL,-40.5,NULL,NULL,NULL,-45.0,NULL,NULL,NULL,-48.5
c1c,L,hv,snmax,1.5,-3.0,-9.5,-16.0,-16.0,NULL,-16.5,NULL,-20.0,NULL,NULL,NULL,-25.5,NULL,NULL,NULL,-22.5
c1c,L,hh,N,130.0,44.0,130.0,44.0,147.0,NULL,144.0,NULL,103.0,NULL,16.0,NULL,103.0,NULL,NULL,NULL,86.0
c1c,L,hh,snmin,-6.5,-5.5,-13.0,-18.0,-23.5,NULL,-27.5,NULL,-33.0,NULL,-15.0,NULL,-36.5,NULL,NULL,NULL,-38.0
c1c,L,hh,snmax,17.5,12.5,3.0,-2.5,-1.5,NULL,-2.5,NULL,-4.0,NULL,-6.0,NULL,-8.0,NULL,NULL,NULL,-21.0
c1c,W,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,W,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1c,Ku,vv,N,525.0,NULL,638.0,NULL,646.0,NULL,649.0,NULL,1318.0,NULL,824.0,NULL,1292.0,NULL,749.0,NULL,504.0
c1c,Ku,vv,snmin,-10.5,NULL,-13.0,NULL,-13.0,NULL,-17.0,NULL,-24.0,NULL,-23.5,NULL,-22.0,NULL,-22.0,NULL,-19.5
c1c,Ku,vv,snmax,9.0,NULL,9.0,NULL,2.0,NULL,-2.0,NULL,-4.0,NULL,-3.5,NULL,-2.5,NULL,-1.5,NULL,-3.0
c1c,Ku,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,655.0,NULL,636.0,NULL,594.0,NULL,538.0,NULL,NULL
c1c,Ku,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-26.0,NULL,-27.0,NULL,-25.5,NULL,-25.0,NULL,NULL
c1c,Ku,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-7.0,NULL,-8.5,NULL,-9.0,NULL,-10.0,NULL,NULL
c1c,Ku,hh,N,524.0,NULL,639.0,NULL,644.0,NULL,646.0,NULL,1316.0,NULL,819.0,NULL,1303.0,NULL,743.0,NULL,492.0
c1c,Ku,hh,snmin,-9.5,NULL,-13.5,NULL,-14.0,NULL,-15.0,NULL,-22.5,NULL,-22.5,NULL,-21.5,NULL,-21.0,NULL,-21.5
c1c,Ku,hh,snmax,9.0,NULL,11.0,NULL,2.5,NULL,0.0,NULL,-2.0,NULL,-5.0,NULL,-5.5,NULL,-5.5,NULL,-7.0
c1c,S,vv,N,130.0,44.0,130.0,44.0,129.0,NULL,130.0,NULL,86.0,NULL,NULL,NULL,86.0,NULL,NULL,NULL,86.0
c1c,S,vv,snmin,-24.0,-24.0,-23.5,-24.0,-25.0,NULL,-23.0,NULL,-23.0,NULL,NULL,NULL,-27.0,NULL,NULL,NULL,-29.0
c1c,S,vv,snmax,17.5,10.0,7.0,1.0,-1.0,NULL,-3.0,NULL,-9.0,NULL,NULL,NULL,-13.0,NULL,NULL,NULL,-13.5
c1c,S,hv,N,114.0,25.0,122.0,37.0,124.0,NULL,124.0,NULL,86.0,NULL,NULL,NULL,86.0,NULL,NULL,NULL,86.0
c1c,S,hv,snmin,-23.5,-24.5,-26.0,-27.0,-29.0,NULL,-31.5,NULL,-33.0,NULL,NULL,NULL,-35.0,NULL,NULL,NULL,-39.0
c1c,S,hv,snmax,-2.0,-8.5,-9.0,-13.5,-10.5,NULL,-15.0,NULL,-18.0,NULL,NULL,NULL,-21.0,NULL,NULL,NULL,-17.0
c1c,S,hh,N,130.0,44.0,129.0,44.0,130.0,NULL,130.0,NULL,86.0,NULL,NULL,NULL,86.0,NULL,NULL,NULL,86.0
c1c,S,hh,snmin,-25.0,-23.5,-23.5,-24.0,-23.0,NULL,-22.5,NULL,-23.5,NULL,NULL,NULL,-26.0,NULL,NULL,NULL,-30.0
c1c,S,hh,snmax,16.5,9.0,5.0,-0.5,-2.5,NULL,-6.5,NULL,-8.0,NULL,NULL,NULL,-10.0,NULL,NULL,NULL,-12.0
c1c,X,vv,N,230.0,NULL,329.0,NULL,440.0,NULL,480.0,NULL,910.0,25.0,1300.0,NULL,944.0,NULL,695.0,NULL,223.0
c1c,X,vv,snmin,-12.5,NULL,-14.0,NULL,-17.5,NULL,-18.5,NULL,-25.0,-17.0,-23.0,NULL,-23.0,NULL,-26.0,NULL,-31.5
c1c,X,vv,snmax,10.0,NULL,10.5,NULL,1.0,NULL,-3.0,NULL,-4.5,-5.0,-2.5,NULL,-5.5,NULL,-4.0,NULL,-10.0
c1c,X,hv,N,8.0,NULL,8.0,NULL,136.0,NULL,175.0,NULL,600.0,30.0,1194.0,NULL,641.0,NULL,613.0,NULL,NULL
c1c,X,hv,snmin,-21.5,NULL,-21.5,NULL,-27.0,NULL,-29.5,NULL,-26.0,-28.0,-32.0,NULL,-27.0,NULL,-28.0,NULL,NULL
c1c,X,hv,snmax,-8.5,NULL,-12.0,NULL,-9.0,NULL,-11.0,NULL,-7.5,-16.5,-7.5,NULL,-10.0,NULL,-6.5,NULL,NULL
c1c,X,hh,N,231.0,NULL,327.0,NULL,348.0,NULL,482.0,NULL,908.0,26.0,863.0,NULL,994.0,NULL,690.0,NULL,225.0
c1c,X,hh,snmin,-15.0,NULL,-17.0,NULL,-18.0,NULL,-18.5,NULL,-24.0,-14.5,-24.0,NULL,-23.0,NULL,-23.0,NULL,-31.5
c1c,X,hh,snmax,8.5,NULL,10.5,NULL,1.0,NULL,-1.0,NULL,-4.0,-5.0,-6.5,NULL,-4.5,NULL,-4.0,NULL,-11.5
c1c,C,vv,N,260.0,87.0,260.0,88.0,259.0,NULL,376.0,NULL,172.0,20.0,116.0,NULL,184.0,NULL,NULL,NULL,172.0
c1c,C,vv,snmin,-12.5,-12.0,-10.5,-13.0,-14.5,NULL,-21.5,NULL,-17.0,-18.0,-19.5,NULL,-20.0,NULL,NULL,NULL,-27.0
c1c,C,vv,snmax,15.5,17.5,11.5,8.0,1.5,NULL,1.5,NULL,-5.0,-10.5,-10.5,NULL,-5.5,NULL,NULL,NULL,-7.5
c1c,C,hv,N,243.0,73.0,245.0,71.0,243.0,NULL,371.0,NULL,172.0,22.0,232.0,NULL,184.0,NULL,NULL,NULL,172.0
c1c,C,hv,snmin,-17.0,-17.0,-21.0,-20.5,-22.5,NULL,-28.0,NULL,-23.5,-26.0,-31.0,NULL,-27.0,NULL,NULL,NULL,-33.5
c1c,C,hv,snmax,1.5,1.0,0.5,0.0,0.0,NULL,0.0,NULL,-9.5,-18.5,-13.0,NULL,-12.0,NULL,NULL,NULL,-11.0
c1c,C,hh,N,261.0,87.0,262.0,88.0,262.0,NULL,390.0,NULL,174.0,22.0,233.0,NULL,186.0,NULL,NULL,NULL,172.0
c1c,C,hh,snmin,-12.0,-10.0,-18.0,-11.5,-19.0,NULL,-20.5,NULL,-20.0,-17.0,-23.0,NULL,-22.0,NULL,NULL,NULL,-23.0
c1c,C,hh,snmax,15.5,16.5,10.5,5.5,4.5,NULL,0.0,NULL,-4.5,-10.0,-9.0,NULL,-5.0,NULL,NULL,NULL,-4.5
