terrain_type,band,polarization,statistic,a_0,a_5,a_10,a_15,a_20,a_25,a_30,a_35,a_40,a_45,a_50,a_55,a_60,a_65,a_70,a_75,a_80
d2,W,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,W,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,W,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,W,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,W,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,W,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,W,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,Ku,vv,N,2.0,2.0,4.0,2.0,4.0,NULL,4.0,NULL,4.0,NULL,4.0,NULL,2.0,NULL,2.0,NULL,2.0
d2,Ku,vv,snmin,28.0,-5.5,-15.5,-16.5,-17.0,NULL,-20.5,NULL,-22.5,NULL,-24.5,NULL,-10.5,NULL,-6.0,NULL,-1.0
d2,Ku,vv,snmax,34.5,-5.5,-10.5,-15.5,-13.0,NULL,-14.0,NULL,-14.0,NULL,-12.0,NULL,-9.5,NULL,-5.5,NULL,-0.5
d2,Ku,hv,N,NULL,NULL,2.0,2.0,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,NULL,NULL,NULL,NULL,NULL
d2,Ku,hv,snmin,NULL,NULL,-23.0,-25.0,-25.5,NULL,-31.0,NULL,-31.5,NULL,-33.0,NULL,NULL,NULL,NULL,NULL,NULL
d2,Ku,hv,snmax,NULL,NULL,-19.5,-23.5,-24.0,NULL,-28.5,NULL,-30.0,NULL,-33.0,NULL,NULL,NULL,NULL,NULL,NULL
d2,Ku,hh,N,2.0,2.0,4.0,2.0,4.0,NULL,4.0,NULL,4.0,NULL,4.0,NULL,2.0,NULL,2.0,NULL,2.0
d2,Ku,hh,snmin,26.5,-8.0,-13.0,-14.5,-16.0,NULL,-22.0,NULL,-24.5,NULL,-27.0,NULL,-8.0,NULL,-4.5,NULL,0.0
d2,Ku,hh,snmax,32.0,-7.0,-9.0,-14.0,-14.0,NULL,-14.0,NULL,-12.5,NULL,-9.5,NULL,-6.5,NULL,-3.0,NULL,0.0
d2,S,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,S,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,S,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,S,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,S,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,S,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,S,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,S,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,S,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,X,vv,N,1.0,NULL,4.0,2.0,4.0,NULL,4.0,NULL,4.0,NULL,4.0,NULL,3.0,NULL,2.0,NULL,2.0
d2,X,vv,snmin,22.5,NULL,-17.5,-19.0,-23.0,NULL,-25.0,NULL,-26.0,NULL,-29.5,NULL,-31.0,NULL,-34.5,NULL,-43.0
d2,X,vv,snmax,22.5,NULL,-14.0,-17.0,-17.0,NULL,-21.5,NULL,-22.5,NULL,-23.0,NULL,-25.0,NULL,-29.0,NULL,-36.5
d2,X,hv,N,NULL,NULL,2.0,2.0,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,1.0,NULL,NULL,NULL,NULL
d2,X,hv,snmin,NULL,NULL,-24.5,-27.5,-27.5,NULL,-32.0,NULL,-33.0,NULL,-38.5,NULL,-40.5,NULL,NULL,NULL,NULL
d2,X,hv,snmax,NULL,NULL,-23.0,-27.5,-27.0,NULL,-28.0,NULL,-32.5,NULL,-36.5,NULL,-40.5,NULL,NULL,NULL,NULL
d2,X,hh,N,1.0,NULL,4.0,2.0,4.0,NULL,4.0,NULL,4.0,NULL,4.0,NULL,2.0,NULL,2.0,NULL,2.0
d2,X,hh,snmin,22.0,NULL,-18.0,-18.5,-22.5,NULL,-26.5,NULL,-29.0,NULL,-32.5,NULL,-35.0,NULL,-38.0,NULL,-47.5
d2,X,hh,snmax,22.0,NULL,-5.5,-16.0,-16.5,NULL,-24.0,NULL,-25.5,NULL,-29.5,NULL,-33.5,NULL,-38.0,NULL,-46.5
d2,C,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,C,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,C,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,C,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,C,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,C,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,C,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,C,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
d2,C,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ka,vv,N,NULL,NULL,5.0,NULL,5.0,NULL,5.0,NULL,5.0,NULL,5.0,NULL,5.0,NULL,5.0,NULL,4.0
a3,Ka,vv,snmin,NULL,NULL,-19.5,NULL,-19.5,NULL,-20.5,NULL,-21.5,NULL,-23.0,NULL,-24.0,NULL,-25.5,NULL,-29.5
a3,Ka,vv,snmax,NULL,NULL,-7.5,NULL,-7.5,NULL,-8.0,NULL,-9.0,NULL,-9.5,NULL,-11.0,NULL,-13.0,NULL,-17.0
a3,Ka,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ka,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ka,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ka,hh,N,NULL,NULL,3.0,NULL,3.0,NULL,3.0,NULL,3.0,NULL,3.0,NULL,3.0,NULL,3.0,NULL,3.0
a3,Ka,hh,snmin,NULL,NULL,-8.5,NULL,-8.5,NULL,-8.5,NULL,-10.0,NULL,-10.5,NULL,-12.0,NULL,-14.0,NULL,-17.5
a3,Ka,hh,snmax,NULL,NULL,-2.0,NULL,-3.0,NULL,-3.5,NULL,-4.0,NULL,-5.0,NULL,-6.0,NULL,-9.5,NULL,-12.0
a3,L,vv,N,67.0,66.0,66.0,66.0,65.0,NULL,66.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,L,vv,snmin,-19.5,-6.5,-16.0,-23.5,-25.5,NULL,-30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,L,vv,snmax,19.5,11.0,-0.5,-5.5,-6.5,NULL,-12.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,L,hv,N,67.0,66.0,66.0,66.0,65.0,NULL,66.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,L,hv,snmin,-37.0,-27.5,-32.5,-38.5,-42.0,NULL,-42.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,L,hv,snmax,-3.0,-8.5,-16.5,-19.0,-22.0,NULL,-25.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,L,hh,N,67.0,66.0,66.0,66.0,65.0,NULL,66.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,L,hh,snmin,-19.0,-6.5,-14.5,-23.0,-26.5,NULL,-28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,L,hh,snmax,19.5,11.0,0.0,-5.5,-5.0,NULL,-11.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,W,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,W,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,W,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,W,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,W,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,W,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,W,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,W,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,W,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ku,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ku,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ku,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ku,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ku,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ku,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ku,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ku,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,Ku,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,S,vv,N,92.0,66.0,92.0,66.0,92.0,NULL,92.0,NULL,26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,S,vv,snmin,-11.5,-14.0,-16.0,-19.0,-22.0,NULL,-23.5,NULL,-18.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,S,vv,snmax,19.5,11.5,2.5,-4.5,1.5,NULL,0.5,NULL,-3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,S,hv,N,92.0,66.0,92.0,66.0,92.0,NULL,92.0,NULL,26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,S,hv,snmin,-25.0,-28.5,-31.0,-36.0,-36.0,NULL,-38.0,NULL,-28.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,S,hv,snmax,-1.5,-6.5,-8.5,-18.5,-8.5,NULL,-8.5,NULL,-9.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,S,hh,N,92.0,66.0,92.0,66.0,92.0,NULL,92.0,NULL,26.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,S,hh,snmin,-11.0,-14.5,-16.0,-19.0,-21.0,NULL,-22.0,NULL,-19.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,S,hh,snmax,20.0,12.0,2.5,-3.5,0.5,NULL,0.5,NULL,-5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,X,vv,N,NULL,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,NULL
a3,X,vv,snmin,NULL,NULL,-13.0,NULL,-13.5,NULL,-14.0,NULL,-15.0,NULL,-16.0,NULL,-18.0,NULL,-21.0,NULL,NULL
a3,X,vv,snmax,NULL,NULL,-10.0,NULL,-11.0,NULL,-12.0,NULL,-14.0,NULL,-16.0,NULL,-17.0,NULL,-20.5,NULL,NULL
a3,X,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,X,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,X,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,X,hh,N,NULL,NULL,10.0,81.0,10.0,NULL,10.0,NULL,10.0,NULL,10.0,NULL,47.0,NULL,10.0,NULL,10.0
a3,X,hh,snmin,NULL,NULL,-15.0,-5.5,-15.5,NULL,-15.5,NULL,-16.0,NULL,-17.0,NULL,-25.0,NULL,-21.0,NULL,-26.5
a3,X,hh,snmax,NULL,NULL,7.0,4.5,3.0,NULL,3.0,NULL,3.0,NULL,3.0,NULL,1.0,NULL,-3.5,NULL,-7.5
a3,C,vv,N,210.0,132.0,210.0,132.0,210.0,NULL,210.0,NULL,78.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,C,vv,snmin,-13.0,-11.0,-12.5,-14.5,-18.5,NULL,-17.0,NULL,-17.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,C,vv,snmax,22.5,10.0,4.0,1.5,-0.5,NULL,-3.0,NULL,-5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,C,hv,N,209.0,132.0,210.0,132.0,210.0,NULL,210.0,NULL,78.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,C,hv,snmin,-24.0,-25.5,-28.5,-30.5,-32.0,NULL,-30.5,NULL,-30.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,C,hv,snmax,7.5,-2.5,-6.5,-11.5,-8.5,NULL,-11.0,NULL,-11.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,C,hh,N,210.0,132.0,210.0,132.0,210.0,NULL,210.0,NULL,78.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,C,hh,snmin,-13.5,-11.5,-12.0,-15.5,-18.5,NULL,-16.5,NULL,-18.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
a3,C,hh,snmax,20.5,9.5,4.0,1.0,1.0,NULL,-3.5,NULL,-5.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,Ka,vv,N,1.0,1.0,2.0,1.0,6.0,NULL,6.0,NULL,2.0,4.0,2.0,NULL,6.0,NULL,5.0,NULL,1.0
c1b,Ka,vv,snmin,-8.0,-5.5,-8.0,-6.5,-7.5,NULL,-8.0,NULL,-8.5,-6.0,-9.0,NULL,-10.0,NULL,-11.0,NULL,-12.0
c1b,Ka,vv,snmax,-8.0,-5.5,-7.5,-6.5,-1.5,NULL,-2.0,NULL,-5.0,-4.5,-6.0,NULL,-5.5,NULL,-10.0,NULL,-12.0
c1b,Ka,hv,N,1.0,1.0,1.0,1.0,1.0,NULL,1.0,NULL,1.0,NULL,1.0,NULL,1.0,NULL,NULL,NULL,NULL
c1b,Ka,hv,snmin,-16.5,-13.5,-13.5,-15.5,-13.5,NULL,-13.5,NULL,-13.0,NULL,-13.0,NULL,-17.0,NULL,NULL,NULL,NULL
c1b,Ka,hv,snmax,-16.5,-13.5,-13.5,-15.5,-13.5,NULL,-13.5,NULL,-13.0,NULL,-13.0,NULL,-17.0,NULL,NULL,NULL,NULL
c1b,Ka,hh,N,1.0,1.0,2.0,1.0,6.0,NULL,6.0,NULL,2.0,4.0,2.0,NULL,6.0,NULL,6.0,NULL,1.0
c1b,Ka,hh,snmin,-8.0,-5.5,-8.0,-6.5,-7.0,NULL,-7.5,NULL,-8.5,-6.0,-10.0,NULL,-10.5,NULL,-11.0,NULL,-12.5
c1b,Ka,hh,snmax,-8.0,-5.5,-8.0,-6.5,0.0,NULL,-3.0,NULL,-7.0,-3.0,-7.0,NULL,-6.0,NULL,-10.0,NULL,-12.5
c1b,L,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,L,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,L,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,L,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,L,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,L,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,L,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,L,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,L,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,W,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,W,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,W,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,W,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,W,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,W,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,W,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,W,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,W,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,Ku,vv,N,1.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,1.0,NULL,1.0
c1b,Ku,vv,snmin,-7.5,NULL,-10.5,NULL,-12.5,NULL,-13.5,NULL,-13.5,NULL,-13.0,NULL,-13.0,NULL,-11.0,NULL,-10.0
c1b,Ku,vv,snmax,-7.5,NULL,-6.0,NULL,-9.0,NULL,-5.5,NULL,-8.0,NULL,-9.5,NULL,-8.0,NULL,-11.0,NULL,-10.0
c1b,Ku,hv,N,1.0,1.0,1.0,1.0,1.0,NULL,1.0,NULL,1.0,NULL,1.0,NULL,1.0,NULL,NULL,NULL,NULL
c1b,Ku,hv,snmin,-13.0,-12.0,-11.5,-13.0,-13.0,NULL,-11.0,NULL,-12.0,NULL,-14.5,NULL,-14.0,NULL,NULL,NULL,NULL
c1b,Ku,hv,snmax,-13.0,-12.0,-11.5,-13.0,-13.0,NULL,-11.0,NULL,-12.0,NULL,-14.5,NULL,-14.0,NULL,NULL,NULL,NULL
c1b,Ku,hh,N,1.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,2.0,NULL,1.0,NULL,1.0
c1b,Ku,hh,snmin,-4.0,NULL,-10.5,NULL,-12.5,NULL,-14.0,NULL,-14.5,NULL,-13.5,NULL,-13.0,NULL,-11.0,NULL,-10.5
c1b,Ku,hh,snmax,-4.0,NULL,-4.5,NULL,-6.0,NULL,-3.5,NULL,-6.0,NULL,-7.5,NULL,-9.5,NULL,-11.0,NULL,-10.5
c1b,S,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,S,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,S,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,S,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,S,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,S,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,S,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,S,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,S,hh,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,X,vv,N,1.0,NULL,2.0,NULL,10.0,NULL,14.0,NULL,1.0,11.0,2.0,NULL,14.0,NULL,13.0,NULL,1.0
c1b,X,vv,snmin,0.0,NULL,-11.5,NULL,-14.0,NULL,-15.5,NULL,-16.0,-9.5,-16.5,NULL,-16.0,NULL,-16.0,NULL,-14.0
c1b,X,vv,snmax,0.0,NULL,-7.5,NULL,-5.5,NULL,-6.5,NULL,-16.0,-6.5,-16.0,NULL,-9.0,NULL,-10.5,NULL,-14.0
c1b,X,hv,N,1.0,NULL,1.0,NULL,12.0,NULL,21.0,NULL,1.0,20.0,1.0,NULL,20.0,NULL,20.0,NULL,NULL
c1b,X,hv,snmin,-14.5,NULL,-15.0,NULL,-17.5,NULL,-19.5,NULL,-19.5,-19.0,-21.0,NULL,-21.5,NULL,-23.0,NULL,NULL
c1b,X,hv,snmax,-14.5,NULL,-15.0,NULL,-15.0,NULL,-14.0,NULL,-19.5,-10.5,-21.0,NULL,-16.5,NULL,-18.0,NULL,NULL
c1b,X,hh,N,1.0,NULL,2.0,NULL,9.0,NULL,14.0,NULL,2.0,11.0,2.0,NULL,14.0,NULL,13.0,NULL,1.0
c1b,X,hh,snmin,-1.0,NULL,-11.5,NULL,-14.5,NULL,-16.0,NULL,-17.0,-9.5,-18.5,NULL,-19.0,NULL,-17.5,NULL,-14.0
c1b,X,hh,snmax,-1.0,NULL,-6.5,NULL,-4.5,NULL,-6.0,NULL,-14.0,-7.5,-15.5,NULL,-9.0,NULL,-11.0,NULL,-14.0
c1b,C,vv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,C,vv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,C,vv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,C,hv,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,C,hv,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,C,hv,snmax,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,C,hh,N,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
c1b,C,hh,snmin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
