terrain_type,band,polarization,statistic,a_0,a_5,a_10,a_15,a_20,a_25,a_30,a_35,a_40,a_45,a_50,a_55,a_60,a_65,a_70,a_75,a_80
 11.  6. 10. 15.  4.  8.  0.  4.  4.  1.  0.  0.  1.  1.  2.  0.  2.  0.
  0.  1.],[ 1.  0.  0.  1.  0.  3.  3.  4.  8.  5. 17. 18. 15. 15. 35. 54. 64. 85.
 66. 53. 54. 50. 34. 42. 54. 46. 35. 51. 65. 58. 62. 34. 48. 55. 66. 70.
 79. 57. 44. 33. 19. 20. 13.  8. 12. 15.  8.  4.  2.  0.  0.  2.  3.  2.
  1.  0.  1.  0.  0.  0.  1.  1.],[ 1.  0.  0.  0.  0.  0.  1.  1.  1.  1.  5.  3.  5.  6. 10.  7.  8. 23.
 19. 21. 14. 37. 35. 28. 33. 27. 28. 20. 31. 41. 37. 42. 40. 33. 31. 40.
 32. 33. 27. 49. 24. 33. 32. 19. 20. 13.  5.  2.  5.  2.  4.  2.  2.  3.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  1.],[ 1.  0.  0.  0.  0.  0.  1.  4.  5.  5.  3.  5.  8.  9. 11. 10. 20. 30.
 21. 32. 40. 40. 48. 43. 45. 43. 45. 51. 59. 51. 62. 57. 42. 49. 51. 50.
 42. 26. 24. 22. 33. 17. 24. 13. 11. 12.  9.  4.  4.  4.  3.  7.  0.  1.
  1.  0.  2.  2.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  1.],[ 1.  1.  0.  6.  0.  0.  3.  2.  2.  3.  4.  4.  5.  6.  8.  6.  3.  5.
  8.  3.  7. 10.  5.  2.  5.  6.  5.  3.  0.  2.  3.  1.  1.  3.  1.  2.
  4.  1.  1.  3.  3.  1.  1.],[ 1.  1.  0.  0.  0.  0.  2.  3.  2.  3.  1.  3.  6.  4.  4.  7.  5.  9.
  9. 18. 22. 18. 25. 27. 32. 26. 27. 31. 39. 48. 35. 36. 45. 34. 34. 28.
 24. 21. 23. 20. 20. 19. 16. 11.  9.  8.  7. 13. 10.  7.  5.  1.  1.  0.
  1.  2.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.],[ 1.  2.  4.  0.  0.  0.  0.  2.  3.  0.  3.  6.  7.  2. 10.  8.  6.  5.
  6.  8.  8.  4.  5.  8. 10. 10.  4.  4.  5.  4.  2.  1.  1.  0.  0.  1.],[ 1.  1.  0.  0.  0.  2.  5.  2.  3.  1.  1.  9.  8.  5.  5.  4.  5.  3.
 13.  8.  7. 11.  8. 14. 18. 14. 13. 13. 19. 21. 26. 22. 17. 15. 13. 24.
 12. 14. 12.  5.  4.  5.  5.  2.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.
  0.  1.],[ 1.  1.  3.  1.  0.  2.  0.  2.  3.  4.  2.  5. 11.  6.  8.  6. 11. 10.
  7.  5.  9. 10. 13. 15. 10.  1.  2.  1.],[ 1.  1.  0.  0.  7.  5.  1.  6.  4.  1.  6.  8. 10.  7.  8.  7. 19. 11.
 13. 14. 14. 16. 14. 23. 13. 21. 16. 18. 16. 18.  7. 10.  3.  1.  3.  2.
  3.  0.  1.],NULL,[1. 1. 0. 0. 0. 0. 1. 2. 2. 1. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 2.],NULL,NULL,NULL,NULL
g,Ka,vv,N,52.0,18.0,22.0,NULL,46.0,NULL,20.0,NULL,25.0,NULL,76.0,19.0,NULL,NULL,43.0,7.0,4.0
g,Ka,vv,snmin,-14.5,-18.0,-19.0,NULL,-18.0,NULL,-15.0,NULL,-19.5,NULL,-19.5,-17.5,NULL,NULL,-27.0,-27.5,-33.0
g,Ka,vv,snmax,14.0,3.5,7.5,NULL,7.5,NULL,6.5,NULL,-0.5,NULL,9.0,0.0,NULL,NULL,-2.0,-9.0,-9.0
g,Ka,vv,countData,[1. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1.
 1. 2. 1. 1. 1. 2. 4. 3. 2. 3. 5. 2. 1. 0. 2. 0. 0. 0. 2. 1. 1. 2. 1. 0.
 0. 2. 2. 1. 1. 1. 1. 0. 0. 0. 1.],[1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 1. 0. 0. 2. 0. 1. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 2. 1. 0. 0. 1. 0. 1.],[2. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0.
 0. 0. 0. 0. 0. 1. 0. 0. 2. 2. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1.
 2. 2. 0. 1. 0. 0. 1.],NULL,[2. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 2. 0. 0. 0. 2. 0. 0. 0. 0. 1. 1. 1.
 0. 1. 0. 1. 4. 1. 0. 1. 3. 2. 3. 6. 2. 0. 2. 0. 0. 2. 1. 1. 1. 0. 2. 1.
 0. 0. 0. 1.],NULL,[1. 4. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 0. 0.
 0. 1. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 2. 1. 0. 0. 1. 0. 1.],NULL,[1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 4. 3. 2. 1. 3. 2. 4. 1.],NULL,[2. 2. 0. 0. 0. 2. 0. 1. 1. 0. 0. 0. 0. 2. 2. 3. 1. 0. 1. 1. 2. 2. 2. 0.
 0. 1. 3. 0. 4. 4. 1. 2. 2. 3. 2. 2. 2. 3. 4. 5. 1. 2. 2. 0. 1. 5. 1. 0.
 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 2. 1. 0. 0. 0. 2. 1. 2. 0. 0.
 0. 0. 0. 1. 0. 0. 1. 0. 1. 1. 1. 1. 1.],NULL,NULL,[1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 0.
 0. 1. 0. 1. 0. 0. 1. 1. 0. 1. 2. 0. 0. 1. 1. 0. 1. 1. 0. 1. 6. 2. 2. 3.
 5. 2. 4.],[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 0. 0. 0.
 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 1.]
g,Ka,hv,N,9.0,6.0,5.0,NULL,6.0,NULL,6.0,NULL,47.0,NULL,29.0,NULL,6.0,2.0,3.0,27.0,3.0
g,Ka,hv,snmin,-27.0,-30.5,-31.0,NULL,-28.5,NULL,-26.0,NULL,-30.0,NULL,-29.5,NULL,-33.5,-33.5,-38.0,-39.0,-45.0
g,Ka,hv,snmax,-3.5,-19.0,-20.5,NULL,-20.5,NULL,-23.0,NULL,-5.0,NULL,-22.0,NULL,-29.0,-27.5,-32.5,-22.0,-31.5
g,Ka,hv,countData,[1. 0. 0. 1. 0. 0. 2. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 2.],[1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2.],NULL,[2. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2.],NULL,[1. 0. 0. 0. 0. 3. 2.],NULL,[2. 2. 0. 1. 0. 3. 4. 6. 1. 2. 2. 0. 2. 0. 0. 0. 2. 2. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 3. 2. 0. 3. 0. 2. 1. 3.
 0. 1. 1.],NULL,[4. 2. 2. 6. 5. 3. 1. 3. 0. 0. 0. 0. 1. 1. 0. 1.],NULL,[2. 0. 0. 0. 0. 0. 3. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 2. 1. 0. 0. 2. 1. 3. 2. 2. 2. 1.
 2. 1. 2. 2. 1. 0. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 1.]
g,Ka,hh,N,48.0,13.0,20.0,NULL,48.0,10.0,20.0,NULL,NULL,NULL,114.0,18.0,NULL,NULL,50.0,5.0,4.0
g,Ka,hh,snmin,-14.0,-18.5,-19.0,NULL,-19.0,-25.5,-23.0,NULL,NULL,NULL,-40.5,-19.5,NULL,NULL,-32.5,-28.0,-39.5
g,Ka,hh,snmax,15.5,5.5,7.0,NULL,7.5,4.5,6.5,NULL,NULL,NULL,4.5,3.0,NULL,NULL,0.0,-5.5,-11.0
g,Ka,hh,countData,[1. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 1. 1. 0. 0. 3. 0. 1. 6. 3. 1. 3. 4. 2. 1. 1. 0. 1. 1. 2. 1. 0. 0. 1. 1.
 0. 3. 1. 1. 2. 0. 0. 1. 0. 0. 0. 1. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 3. 0. 2. 2. 0. 0. 0. 1. 0.
 1.],[2. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 1. 3. 0. 0. 0. 1. 0. 0. 0. 2. 1. 0. 1.
 1. 1. 0. 0. 1. 1.],NULL,[2. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 0. 0. 1. 0. 0. 1.
 0. 0. 1. 1. 1. 0. 2. 2. 1. 3. 0. 1. 5. 2. 3. 1. 1. 3. 3. 1. 1. 0. 2. 3.
 0. 1. 0. 1. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1.],[2. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 1. 0. 1. 0. 0. 0. 0. 0. 1.
 0. 2. 0. 0. 0. 1. 1. 2. 1. 0. 1. 0. 1.],NULL,NULL,NULL,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 2. 1. 2. 3. 3. 8. 2.
 2. 1. 0. 0. 1. 1. 1. 2. 0. 0. 1. 3. 3. 3. 4. 3. 4. 2. 4. 1. 3. 0. 2. 4.
 2. 1. 3. 4. 1. 4. 2. 2. 3. 7. 3. 2. 1. 1. 1. 1. 1. 1. 2. 2.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 3. 1. 0. 1.
 0. 0. 0. 1. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 1. 0. 3.],NULL,NULL,[2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 2. 0. 0. 0. 0. 0. 0. 0. 1. 0. 2. 1. 0. 0. 0. 2. 3. 0. 1. 1. 1.
 2. 1. 3. 0. 2. 5. 2. 2. 2. 2. 1. 2. 3. 0. 0. 1. 2.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
g,L,vv,N,93.0,NULL,56.0,NULL,78.0,NULL,58.0,NULL,NULL,NULL,104.0,NULL,3.0,NULL,81.0,NULL,2.0
g,L,vv,snmin,-6.5,NULL,-18.0,NULL,-27.5,NULL,-29.5,NULL,NULL,NULL,-36.5,NULL,-28.0,NULL,-38.5,NULL,-31.0
g,L,vv,snmax,15.0,NULL,4.5,NULL,-3.5,NULL,-6.5,NULL,NULL,NULL,-14.0,NULL,-22.0,NULL,-20.5,NULL,-25.0
g,L,vv,countData,[1. 0. 0. 1. 0. 0. 0. 1. 1. 1. 0. 0. 1. 2. 1. 0. 1. 4. 6. 1. 1. 0. 2. 2.
 3. 2. 7. 5. 5. 2. 5. 6. 6. 6. 3. 0. 4. 5. 3. 2. 2. 0. 0. 0. 1.],NULL,[1. 1. 1. 0. 0. 1. 2. 0. 0. 0. 0. 0. 1. 3. 2. 3. 5. 1. 3. 2. 1. 4. 1. 0.
 4. 2. 1. 0. 0. 2. 2. 1. 2. 0. 0. 1. 0. 2. 1. 1. 1. 1. 0. 2. 0. 0. 1.],NULL,[1. 0. 1. 0. 0. 1. 0. 1. 2. 0. 0. 0. 0. 2. 0. 2. 0. 1. 3. 8. 6. 5. 2. 0.
 2. 2. 5. 0. 1. 3. 2. 2. 3. 2. 1. 2. 1. 2. 1. 1. 6. 3. 0. 1. 0. 0. 2. 1.],NULL,[1. 0. 0. 0. 0. 1. 0. 0. 0. 3. 1. 1. 1. 2. 2. 3. 4. 3. 2. 7. 4. 4. 3. 1.
 2. 3. 2. 0. 1. 1. 1. 0. 0. 1. 1. 1. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1.],NULL,NULL,NULL,[ 1.  0.  0.  0.  0.  1.  0.  0.  1.  0.  0.  0.  2.  1.  1.  1.  0.  1.
  2.  2.  6.  3.  2.  8.  5.  3.  2.  3.  4.  2.  2.  3.  7.  9. 15.  7.
  3.  2.  0.  1.  1.  1.  0.  1.  1.],NULL,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1.],NULL,[1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1. 2. 2. 2. 1. 1. 6. 3. 5. 4. 6. 5. 6. 8.
 5. 5. 4. 3. 1. 0. 1. 0. 2. 2. 2. 0. 0. 1.],NULL,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
g,L,hv,N,41.0,NULL,50.0,NULL,73.0,NULL,47.0,NULL,NULL,NULL,72.0,NULL,1.0,NULL,41.0,NULL,2.0
g,L,hv,snmin,-24.5,NULL,-33.5,NULL,-41.5,NULL,-43.0,NULL,NULL,NULL,-47.0,NULL,-35.5,NULL,-45.5,NULL,-41.0
g,L,hv,snmax,0.0,NULL,-10.0,NULL,-8.0,NULL,-23.0,NULL,NULL,NULL,-20.5,NULL,-35.5,NULL,-28.5,NULL,-34.0
g,L,hv,countData,[1. 1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 1. 1. 3. 4.
 2. 2. 1. 2. 2. 2. 2. 1. 1. 1. 2. 0. 1. 0. 2. 1. 1. 1. 0. 0. 0. 0. 0. 0.
 0. 0. 1.],NULL,[1. 1. 0. 0. 1. 0. 1. 1. 2. 0. 0. 0. 1. 1. 1. 0. 1. 1. 4. 2. 2. 4. 4. 2.
 2. 1. 2. 2. 1. 1. 3. 1. 0. 0. 2. 1. 0. 0. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1.],NULL,[1. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 1. 2. 0. 3. 1. 2. 3. 4.
 2. 4. 1. 2. 4. 0. 5. 1. 1. 0. 0. 4. 4. 2. 2. 2. 0. 1. 1. 2. 4. 3. 2. 2.
 0. 1. 0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1.],NULL,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2. 1. 0. 2. 2. 1. 2. 1. 0. 4. 3. 5.
 6. 2. 2. 1. 2. 3. 1. 0. 0. 1. 1. 1. 0. 0. 1. 1. 1.],NULL,NULL,NULL,[1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 2. 1. 0. 2. 0. 0.
 0. 3. 5. 2. 2. 1. 2. 1. 1. 5. 2. 5. 3. 9. 5. 3. 3. 0. 0. 4. 4. 0. 1. 0.
 0. 0. 0. 1. 0. 1.],NULL,[1.],NULL,[2. 0. 0. 0. 0. 1. 1. 0. 0. 1. 1. 0. 1. 0. 1. 0. 2. 2. 4. 2. 2. 5. 3. 5.
 2. 2. 0. 0. 1. 0. 0. 1. 0. 0. 2.],NULL,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
g,L,hh,N,105.0,NULL,55.0,NULL,79.0,NULL,58.0,NULL,NULL,NULL,120.0,NULL,2.0,NULL,76.0,NULL,2.0
g,L,hh,snmin,-7.0,NULL,-17.5,NULL,-30.0,NULL,-31.5,NULL,NULL,NULL,-36.5,NULL,-25.0,NULL,-39.0,NULL,-31.5
g,L,hh,snmax,15.5,NULL,3.0,NULL,-2.5,NULL,-7.0,NULL,NULL,NULL,-14.0,NULL,-25.0,NULL,-20.0,NULL,-26.0
g,L,hh,countData,[1. 2. 0. 2. 0. 1. 1. 2. 0. 0. 1. 0. 0. 1. 0. 3. 0. 3. 3. 0. 1. 1. 5. 1.
 3. 1. 5. 5. 5. 6. 2. 7. 9. 4. 7. 1. 1. 6. 8. 1. 2. 0. 1. 2. 0. 0. 1.],NULL,[2. 0. 0. 1. 0. 0. 1. 2. 2. 0. 1. 2. 1. 5. 2. 2. 1. 4. 1. 0. 3. 3. 1. 3.
 1. 3. 4. 1. 0. 1. 0. 0. 2. 1. 1. 0. 0. 1. 0. 0. 1. 1. 1.],NULL,[1. 0. 0. 0. 0. 0. 0. 1. 1. 1. 0. 0. 0. 1. 2. 0. 0. 1. 0. 0. 0. 0. 1. 4.
 3. 3. 8. 2. 4. 7. 6. 2. 1. 4. 2. 3. 1. 0. 0. 2. 1. 1. 1. 0. 1. 3. 4. 3.
 0. 1. 0. 1. 1. 0. 0. 1.],NULL,[1. 0. 1. 0. 0. 0. 2. 0. 0. 1. 0. 1. 0. 1. 0. 1. 3. 1. 3. 3. 6. 2. 0. 0.
 5. 4. 4. 3. 2. 2. 1. 2. 0. 3. 0. 0. 1. 0. 1. 0. 1. 2. 0. 0. 0. 0. 0. 0.
 0. 1.],NULL,NULL,NULL,[ 1.  1.  0.  0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  2.  4.  2.  2.  1.
  6.  3. 11.  3.  2.  2.  4.  5.  5.  3.  3.  3.  3.  3. 15.  5. 10.  3.
  3.  0.  3.  2.  4.  2.  0.  1.  1.],NULL,[2.],NULL,[ 1.  0.  0.  0.  0.  1.  0.  1.  0.  1.  1.  1.  0.  0.  0.  2.  5.  2.
  3.  8. 10.  6.  5.  7.  6.  3.  2.  3.  1.  2.  1.  1.  0.  1.  0.  1.
  0.  0.  1.],NULL,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
g,W,vv,N,10.0,10.0,11.0,NULL,14.0,NULL,14.0,13.0,31.0,19.0,13.0,20.0,13.0,14.0,4.0,22.0,3.0
g,W,vv,snmin,-10.5,-10.5,-11.5,NULL,-12.0,NULL,-13.0,-13.5,-12.5,-15.5,-15.0,-17.0,-19.0,-18.5,-19.0,-23.5,-21.5
g,W,vv,snmax,5.0,-2.5,-1.0,NULL,0.0,NULL,-1.0,-4.5,3.5,1.0,-5.0,-7.0,-7.0,-12.5,-11.0,-3.0,-14.0
g,W,vv,countData,[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0.
 1. 0. 1. 0. 0. 1. 0. 0. 3.],[1. 2. 0. 0. 0. 2. 0. 1. 2. 0. 0. 0. 1. 0. 0. 0. 1.],[1. 0. 0. 0. 1. 0. 0. 1. 2. 1. 1. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 1.],NULL,[1. 0. 1. 1. 0. 1. 1. 0. 2. 1. 2. 0. 0. 0. 0. 1. 1. 0. 0. 1. 0. 0. 0. 1.],NULL,[3. 0. 0. 1. 1. 0. 2. 0. 1. 0. 1. 0. 1. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 1.],[1. 0. 3. 1. 0. 0. 3. 0. 0. 1. 2. 0. 1. 0. 0. 0. 0. 0. 1.],[2. 2. 0. 1. 0. 2. 1. 0. 0. 2. 0. 2. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.
 0. 0. 2. 6. 2. 3. 2. 1. 1.],[1. 1. 0. 0. 3. 1. 0. 2. 2. 2. 0. 2. 2. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[1. 1. 2. 0. 0. 1. 1. 1. 0. 0. 2. 0. 2. 0. 0. 0. 0. 0. 1. 1.],[2. 0. 1. 0. 0. 3. 1. 0. 1. 3. 3. 1. 1. 0. 0. 0. 1. 0. 0. 2. 1.],[1. 1. 0. 1. 0. 2. 0. 0. 2. 0. 0. 0. 1. 0. 3. 0. 1. 0. 0. 0. 0. 0. 0. 0.
 1.],[1. 0. 2. 1. 0. 2. 2. 1. 0. 1. 3. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1.],[1. 1. 2. 0. 0. 4. 1. 2. 0. 2. 1. 0. 1. 1. 1. 1. 0. 1. 0. 0. 0. 1. 0. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1.]
g,W,hv,N,9.0,6.0,9.0,NULL,9.0,NULL,9.0,10.0,31.0,12.0,12.0,14.0,12.0,10.0,NULL,13.0,NULL
g,W,hv,snmin,-11.5,-12.0,-12.0,NULL,-12.5,NULL,-13.5,-21.0,-22.0,-23.0,-23.0,-26.0,-26.0,-27.0,NULL,-27.5,NULL
g,W,hv,snmax,2.0,-6.0,-6.0,NULL,-5.5,NULL,-6.0,-12.0,-0.5,-4.0,-8.0,-11.0,-8.0,-17.5,NULL,-18.0,NULL
g,W,hv,countData,[1. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 2.
 0. 0. 1. 2.],[1. 0. 1. 0. 1. 0. 0. 2. 0. 0. 0. 0. 1.],[2. 0. 0. 1. 1. 1. 1. 1. 0. 0. 0. 1. 1.],NULL,[2. 0. 0. 3. 0. 0. 0. 2. 0. 0. 0. 1. 0. 0. 1.],NULL,[1. 0. 1. 1. 1. 0. 1. 0. 2. 0. 0. 0. 0. 1. 0. 1.],[1. 1. 0. 2. 0. 0. 2. 0. 0. 2. 1. 0. 0. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 1. 1. 1. 2. 1. 0. 0.
 1. 0. 0. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 2. 3. 2. 8. 2. 2.],[1. 0. 0. 0. 2. 1. 0. 0. 0. 0. 2. 0. 0. 0. 2. 0. 0. 1. 0. 0. 0. 1. 1. 0.
 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 1. 1. 1.
 0. 1. 0. 0. 0. 0. 2.],[1. 0. 0. 0. 1. 1. 0. 3. 0. 0. 2. 0. 0. 0. 1. 2. 0. 1. 0. 0. 0. 0. 0. 0.
 1. 0. 0. 0. 0. 0. 1.],[1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 1. 0.
 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 1. 0. 1.],[1. 0. 2. 1. 0. 0. 1. 1. 0. 0. 1. 0. 1. 0. 0. 1. 0. 0. 0. 1.],NULL,[1. 0. 2. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 1.],NULL
g,W,hh,N,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16.0,2.0,NULL,NULL,NULL,NULL,NULL,2.0,NULL
g,W,hh,snmin,0.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0,-5.0,NULL,NULL,NULL,NULL,NULL,-16.0,NULL
g,W,hh,snmax,7.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.5,0.0,NULL,NULL,NULL,NULL,NULL,-8.0,NULL
g,W,hh,countData,[1. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 1.],NULL,NULL,NULL,NULL,NULL,NULL,NULL,[2. 1. 3. 4. 2. 1. 3.],[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],NULL,NULL,NULL,NULL,NULL,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],NULL
g,Ku,vv,N,168.0,18.0,91.0,NULL,172.0,15.0,90.0,15.0,6.0,3.0,209.0,12.0,10.0,NULL,166.0,3.0,3.0
